CpG alpha ishvCpG
cg18786623 0.999999971402726 hvCpG in Maria's study
cg00660989 0.847248383524673 hvCpG in Maria's study
cg02753903 0.932808606137107 hvCpG in Maria's study
cg24377285 0.952420794822212 hvCpG in Maria's study
cg08085597 0.723449958251046 hvCpG in Maria's study
cg09234582 0.957017708077916 hvCpG in Maria's study
cg25866895 0.957044534862286 hvCpG in Maria's study
cg04007531 0.874407841559649 hvCpG in Maria's study
cg15951466 0.999999971402726 hvCpG in Maria's study
cg16958594 0.872278572954302 hvCpG in Maria's study
cg18327128 0.934210919377727 hvCpG in Maria's study
cg26343358 0.919354494722312 hvCpG in Maria's study
cg00259046 0.999999971402726 hvCpG in Maria's study
cg02574073 0.93386440169864 hvCpG in Maria's study
cg05888755 0.760018036058105 hvCpG in Maria's study
cg06952873 0.978625180106461 hvCpG in Maria's study
cg09580214 0.778568803457222 hvCpG in Maria's study
cg10146935 0.834179403330919 hvCpG in Maria's study
cg17477090 0.999999971402726 hvCpG in Maria's study
cg18684142 0.85293351844298 hvCpG in Maria's study
cg27342919 0.984608231510065 hvCpG in Maria's study
cg02989255 0.985427806834733 hvCpG in Maria's study
cg04679849 0.794869223626301 hvCpG in Maria's study
cg05685892 0.837604574319202 hvCpG in Maria's study
cg10568066 0.999999971402726 hvCpG in Maria's study
cg10923662 0.889593497988267 hvCpG in Maria's study
cg11935738 0.970055272023024 hvCpG in Maria's study
cg12076350 0.999999971402726 hvCpG in Maria's study
cg13044052 0.999999971402726 hvCpG in Maria's study
cg13516209 0.786003858840256 hvCpG in Maria's study
cg13736514 0.902310644570214 hvCpG in Maria's study
cg15982117 0.999999971402726 hvCpG in Maria's study
cg17239008 0.700810405098964 hvCpG in Maria's study
cg17250082 0.879397291452109 hvCpG in Maria's study
cg19199204 0.999999971402726 hvCpG in Maria's study
cg20198242 0.999999971402726 hvCpG in Maria's study
cg24867279 0.999999971402726 hvCpG in Maria's study
cg26668675 0.999999971402726 hvCpG in Maria's study
cg27006947 0.974741760697838 hvCpG in Maria's study
cg27387193 0.962871708430931 hvCpG in Maria's study
cg25786696 0.899299132155333 hvCpG in Maria's study
cg00646200 0.968108470344314 hvCpG in Maria's study
cg01516881 0.999999971402726 hvCpG in Maria's study
cg04657470 0.999999971402726 hvCpG in Maria's study
cg10154826 0.999999971402726 hvCpG in Maria's study
cg15383120 0.999999971402726 hvCpG in Maria's study
cg21548813 0.999999971402726 hvCpG in Maria's study
cg26668828 0.999999971402726 hvCpG in Maria's study
cg00233420 0.770668332355624 hvCpG in Maria's study
cg00632811 0.823190505222341 hvCpG in Maria's study
cg01797371 0.95453912630848 hvCpG in Maria's study
cg02004499 0.94628874413596 hvCpG in Maria's study
cg02848996 0.999999971402726 hvCpG in Maria's study
cg03078486 0.999999971402726 hvCpG in Maria's study
cg03220455 0.999999971402726 hvCpG in Maria's study
cg03748376 0.819114226572596 hvCpG in Maria's study
cg03808007 0.707112692030753 hvCpG in Maria's study
cg05496603 0.91716317935389 hvCpG in Maria's study
cg06705862 0.767724360255952 hvCpG in Maria's study
cg06791446 0.91958395188525 hvCpG in Maria's study
cg07018435 0.815774445286419 hvCpG in Maria's study
cg07775309 0.999999971402726 hvCpG in Maria's study
cg09340198 0.92144155296363 hvCpG in Maria's study
cg09517766 0.861838835379659 hvCpG in Maria's study
cg09744452 0.999999971402726 hvCpG in Maria's study
cg10327440 0.999999971402726 hvCpG in Maria's study
cg10482057 0.999999971402726 hvCpG in Maria's study
cg10556349 0.999999971402726 hvCpG in Maria's study
cg10578777 0.792787746081982 hvCpG in Maria's study
cg10973622 0.999999971402726 hvCpG in Maria's study
cg11850943 0.93986472222354 hvCpG in Maria's study
cg12756686 0.996021604720054 hvCpG in Maria's study
cg13944838 0.999999971402726 hvCpG in Maria's study
cg14844989 0.897531221809331 hvCpG in Maria's study
cg16399632 0.898531119079247 hvCpG in Maria's study
cg16582118 0.919650603600473 hvCpG in Maria's study
cg17727071 0.936064334313469 hvCpG in Maria's study
cg17886420 0.979798434967885 hvCpG in Maria's study
cg18090145 0.783879506882447 hvCpG in Maria's study
cg18126320 0.869194597642705 hvCpG in Maria's study
cg18896979 0.999999971402726 hvCpG in Maria's study
cg19083407 0.973940166044628 hvCpG in Maria's study
cg19978674 0.999999971402726 hvCpG in Maria's study
cg21297282 0.782164188293107 hvCpG in Maria's study
cg22719004 0.823868919194741 hvCpG in Maria's study
cg23013853 0.883491495722866 hvCpG in Maria's study
cg23247955 0.937328219787343 hvCpG in Maria's study
cg23942311 0.999999971402726 hvCpG in Maria's study
cg24441899 0.955432250276171 hvCpG in Maria's study
cg24470734 0.895066061631725 hvCpG in Maria's study
cg24524379 0.999999971402726 hvCpG in Maria's study
cg24808901 0.999999971402726 hvCpG in Maria's study
cg26999154 0.999999971402726 hvCpG in Maria's study
cg00219626 0.999999971402726 hvCpG in Maria's study
cg00525277 0.999999971402726 hvCpG in Maria's study
cg00872984 0.9381697695372 hvCpG in Maria's study
cg01337207 0.946359429866043 hvCpG in Maria's study
cg01516851 0.978699444056251 hvCpG in Maria's study
cg01992382 0.921706076393809 hvCpG in Maria's study
cg02734259 0.878854154364548 hvCpG in Maria's study
cg02846841 0.999999971402726 hvCpG in Maria's study
cg03689146 0.927463348812966 hvCpG in Maria's study
cg05163071 0.970481088133799 hvCpG in Maria's study
cg06833823 0.92370398877117 hvCpG in Maria's study
cg07524919 0.999999971402726 hvCpG in Maria's study
